,organizationName,employees,headquarters,ceoName,industries,yearFounded,state,rank
1485,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,Missouri,25
1486,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,New York,41
1487,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,North Carolina,27
1488,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,Oregon,17
1489,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,Texas,79
1490,Nissan Motor,132324.0, Tennessee,Makoto Uchida,Automotive (Automotive and Suppliers),1933.0,Michigan,40
1491,Nissan Motor,132324.0, Tennessee,Makoto Uchida,Automotive (Automotive and Suppliers),1933.0,Mississippi,17
1492,Nissan Motor,132324.0, Tennessee,Makoto Uchida,Automotive (Automotive and Suppliers),1933.0,Tennessee,35
1493,NJM Insurance Group,2500.0, New Jersey,Mitch Livingston,Insurance,1913.0,New Jersey,4
1494,Nordstrom,60000.0, Washington,Erik B. Nordstrom,Retail and Wholesale,1901.0,Arizona,48
1495,Nordstrom,60000.0, Washington,Erik B. Nordstrom,Retail and Wholesale,1901.0,Colorado,9
1496,Nordstrom,60000.0, Washington,Erik B. Nordstrom,Retail and Wholesale,1901.0,Florida,18
1497,Nordstrom,60000.0, Washington,Erik B. Nordstrom,Retail and Wholesale,1901.0,New Jersey,53
1498,Nordstrom,60000.0, Washington,Erik B. Nordstrom,Retail and Wholesale,1901.0,Pennsylvania,57
1499,Nordstrom,60000.0, Washington,Erik B. Nordstrom,Retail and Wholesale,1901.0,Washington,25
1500,North American Lighting,32513.5, Illinois,Kirk Gadberry,Automotive (Automotive and Suppliers),1983.0,Illinois,63
1501,"North Carolina State University, Raleigh",9600.0, North Carolina,Randy Woodson,Education,1887.0,North Carolina,2
1502,North East Independent School District,8210.0, Texas,Sean A. Maika,Education,1950.0,Texas,78
1503,North Kansas City Hospital,3000.0, Missouri,Steve Reintjes Sr.,Health Care,1958.0,Missouri,54
1504,North Kansas City School District,2560.0, Missouri,Dan Clemens,Education,1913.0,Missouri,53
1505,North Memorial Health Care,5000.0, Minnesota,Kevin Croston,Health Care,1954.0,Minnesota,20
1506,Northeast Georgia Health System,1200.0, Georgia,Carol H. Burrell,Health Care,1951.0,Georgia,15
1507,Northeastern University,6741.0, Massachusetts,Joseph E. Aoun,Education,1898.0,Massachusetts,67
1508,Northern Kentucky University,2000.0, Kentucky,Ashish Vaidya,Education,1968.0,Kentucky,14
1509,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,Alabama,6
1510,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,Arizona,25
1511,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,California,101
1512,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,Florida,31
1513,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,Maryland,15
1514,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,Nebraska,5
1515,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,Utah,4
1516,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,Virginia,73
1517,Northrop Grumman,90000.0, Virginia,Kathy Warden,Aerospace & Defense,1939.0,West Virginia,3
1518,NorthShore University HealthSystem,17484.0, Illinois,"Gerald \J.P.\"" Gallagher",Health Care,1891.0,Illinois,25
1519,Northside Hospital,24500.0, Georgia,Robert Quattrocchi,Health Care,1970.0,Georgia,11
1520,Northwell Health,78000.0, New York,Michael Dowling,Health Care,1997.0,New York,16
1521,Northwest Bank,2404.0, Pennsylvania,Jeff D. Gow,Banking and Financial Services,1896.0,Pennsylvania,68
1522,Northwest Community Healthcare,12000.0, Illinois,Stephen Scogna,Health Care,1959.0,Illinois,8
1523,Northwest Missouri State University,5200.0, Missouri,John Jasinski,Education,1905.0,Missouri,28
1524,Northwestern Medicine,33700.0, Illinois,Dean M. Harrison,Health Care,2016.0,Illinois,6
1525,Northwestern Mutual,7600.0, Wisconsin,John E. Schlifske,Insurance,1857.0,Wisconsin,29
1526,Northwestern University,9800.0, Illinois,Morton O. Schapiro,Education,1851.0,Illinois,28
1527,Norton Healthcare,17000.0, Kentucky,Russell F. Cox,Health Care,1886.0,Kentucky,1
1528,Nova Southeastern University,5200.0, Florida,George L. Hanbury,Education,1964.0,Florida,24
1529,Novant Health,39400.0, North Carolina,Carl S. Armato,Health Care,1997.0,North Carolina,20
1530,Novartis,104323.0, New Jersey,Vasant Narasimhan,Drugs & Biotechnology,1996.0,Massachusetts,20
1531,Nu Skin Enterprises,4600.0, Utah,Ryan Napierski,Packaged Goods,1984.0,Utah,17
1532,Nuclear Regulatory Commission,2880.0, Maryland,Christopher T. Hanson,Government Services,1975.0,Maryland,40
1533,Nucor,29000.0, North Carolina,Leon J. Topalian,"Engineering, Manufacturing",1905.0,South Carolina,27
1534,NVIDIA,22473.0, California,Jensen Huang,Electronics,1993.0,California,32
1535,NXP Semiconductors,31000.0, Netherlands,Kurt Sievers,Electronics,2006.0,Texas,30
1536,NYU Langone Health,12000.0, New York,Robert I. Grossman,Health Care,1841.0,New York,50
1537,Oceaneering International,20000.0, Texas,Roderick Larson,"Construction, Oil & Gas Operations, Mining and Chemicals",1969.0,Texas,3
1538,Ochsner Health System,26000.0, Louisiana,Warner L. Thomas,Health Care,1942.0,Louisiana,13
1539,OGE Energy,2360.0, Oklahoma,Sean Trauschke,"Construction, Oil & Gas Operations, Mining and Chemicals",1902.0,Oklahoma,2
1540,"Ohio State University, Columbus",45407.0, Ohio,Kristina M. Johnson,Education,1870.0,Ohio,19
1541,Ohio State University Wexner Medical Center,23955.0, Ohio,Hal Paz,Health Care,1834.0,Ohio,27
1542,OhioHealth,35000.0, Ohio,Stephen E. Markovich,Health Care,1891.0,Ohio,23
1543,Oklahoma Heart Hospital,12000.0, Oklahoma,John R. Harvey,Health Care,2002.0,Oklahoma,1
1544,Oklahoma State University-Main Campus,5200.0, Oklahoma,Kasey Shrum,Education,1890.0,Oklahoma,9
1545,Olathe School District,3907.0, Kansas,John Allison,Education,1965.0,Kansas,13
1546,Old Dominion Freight Line,24000.0, North Carolina,Greg C. Gantt,Transportation and Logistics,1934.0,North Carolina,13
1547,Oldham County Schools,1623.0, Kentucky,Jason Radford,Education,1953.0,Kentucky,15
1548,"Olentangy Local School District, Lewis Center, OH",4100.0, Ohio,Mark Raiff,Education,1911.0,Ohio,56
1549,Olympic Medical Center,1550.0, Washington,Darryl Wolfe,Health Care,1951.0,Washington,12
1550,Onslow County Schools,3000.0, North Carolina,Barry D. Collins,Education,1842.0,North Carolina,47
1551,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,California,95
1552,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,Colorado,37
1553,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,Florida,77
1554,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,Massachusetts,69
1555,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,New Jersey,19
1556,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,New York,25
1557,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,Ohio,41
1558,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,Texas,92
1559,Oracle,133000.0, California,Safara Catz,"IT, Internet, Software & Services",1977.0,Virginia,81
1560,Oregon Health & Science University,19136.0, Oregon,Danny Jacobs,Education,1887.0,Oregon,16
1561,O'Reilly Auto Parts,82000.0, Missouri,Greg Johnson,Retail and Wholesale,1957.0,Missouri,70
1562,Orlando Health,20500.0, Florida,David Strong,Health Care,1918.0,Florida,13
1563,OSF HealthCare,24000.0, Illinois,Bob Sehring,Health Care,1877.0,Illinois,57
1564,"Our Lady of the Lake Regional Medical Center (Baton Rouge, La.)",7300.0, Louisiana,Beth O'Brien,Health Care,1923.0,Louisiana,27
1565,Outreach Health Services,7000.0, Texas,John D. Ball,Health Care,1975.0,Texas,62
1566,Owensboro Health,4862.0, Kentucky,Mark Marsh,Health Care,1941.0,Kentucky,35
1567,Paccar,10545.0, Washington,Preston Feight,Automotive (Automotive and Suppliers),1972.0,Washington,52
1568,Pace Industries,20000.0, Arkansas,Donald Hampton Jr.,"Engineering, Manufacturing",1970.0,Arkansas,25
1569,Palm Beach County,5500.0, Florida,Verdenia C. Baker,Government Services,1909.0,Florida,45
1570,Palm Beach County Sheriff's Office,3400.0, Florida,Ric Bradshaw,Government Services,1909.0,Florida,62
1571,Panera Bread,10000.0, Missouri,Niren Chaudhary,"Travel, Hotels, Restaurants, Leisure",1981.0,Indiana,75
1572,Paradise Valley Unified District,3153.0, Arizona,Troy Bales,Education,1913.0,Arizona,33
1573,Paramount,22965.0, New York,Bob Bakish,Media & Advertising,2019.0,New York,88
1574,Parker-Hannifin,54640.0, Ohio,Thomas L. Williams,"Engineering, Manufacturing",1918.0,Tennessee,53
1575,Parkland Health & Hospital System,13103.0, Texas,Frederick P. Cerise,Health Care,1894.0,Texas,66
1576,Parkview Health,14000.0, Indiana,Mike Packnett,Health Care,1878.0,Indiana,26
1577,Paulding County School District,4000.0, Georgia,Brian Otott,Education,1872.0,Georgia,59
1578,Paychex,15000.0, New York,Martin Mucci,Business Services & Supplies,1971.0,New York,56
1579,Paycom,5385.0, Oklahoma,Chad Richison,"IT, Internet, Software & Services",1998.0,Oklahoma,4
1580,PayPal,13100.0, California,Dan Schulman,Banking and Financial Services,1998.0,Arizona,4
1581,PayPal,13100.0, California,Dan Schulman,Banking and Financial Services,1998.0,California,15
1582,PayPal,13100.0, California,Dan Schulman,Banking and Financial Services,1998.0,Nebraska,14
1583,PeaceHealth,16000.0, Washington,Liz Dunne,Health Care,1976.0,Oregon,35
1584,Pearson,21948.0, New York,John Joseph Fallon,Media & Advertising,1998.0,Minnesota,38
1585,Pella,10000.0, Iowa,Tim Yaggi,"Construction, Oil & Gas Operations, Mining and Chemicals",1925.0,Iowa,1
1586,Penguin Random House,19000.0, New York,Madeline McIntosh,Media & Advertising,1927.0,New York,8
1587,Penn Highlands Healthcare,6097.0, Pennsylvania,Steve Fontaine,Health Care,1920.0,Pennsylvania,75
1588,Penn Medicine,44254.0, Pennsylvania,Kevin Mahoney,Health Care,1993.0,New Jersey,82
1589,Penn Medicine,44254.0, Pennsylvania,Kevin Mahoney,Health Care,1993.0,Pennsylvania,6
1590,Penn Entertainment,18321.0, Pennsylvania,Jay Snowden,"Travel, Hotels, Restaurants, Leisure",1972.0,Louisiana,14
1591,Penn Entertainment,18321.0, Pennsylvania,Jay Snowden,"Travel, Hotels, Restaurants, Leisure",1972.0,Missouri,57
1592,Penn Entertainment,18321.0, Pennsylvania,Jay Snowden,"Travel, Hotels, Restaurants, Leisure",1972.0,Pennsylvania,8
1593,Penn State Health,16800.0, Pennsylvania,Steve Massini,Health Care,1967.0,Pennsylvania,54
1594,Pennsylvania State University,17000.0, Pennsylvania,Eric J. Barron,Education,1855.0,Pennsylvania,22
1595,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Illinois,94
1596,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Indiana,73
1597,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Missouri,44
1598,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Nevada,23
1599,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,New Jersey,15
1600,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,New York,96
1601,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,North Carolina,91
1602,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Pennsylvania,100
1603,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Tennessee,33
1604,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Virginia,34
1605,PepsiCo,129000.0, New York,Ramon L. Laguarta,"Food, Soft Beverages, Alcohol & Tobacco",1965.0,Wisconsin,22
1606,Perrigo,11500.0, Michigan,Murray S. Kessler,Drugs & Biotechnology,1887.0,Michigan,45
1607,Pet Supplies Plus,32000.0, Michigan,Chris Rowland,Retail and Wholesale,1988.0,Michigan,70
1608,Petsmart,48000.0, Arizona,J.K. Symancyk,Retail and Wholesale,1986.0,Arizona,39
1609,Petsmart,48000.0, Arizona,J.K. Symancyk,Retail and Wholesale,1986.0,Colorado,35
1610,Petsmart,48000.0, Arizona,J.K. Symancyk,Retail and Wholesale,1986.0,Florida,100
1611,Petsmart,48000.0, Arizona,J.K. Symancyk,Retail and Wholesale,1986.0,Missouri,69
1612,Petsmart,48000.0, Arizona,J.K. Symancyk,Retail and Wholesale,1986.0,North Carolina,53
1613,Petsmart,48000.0, Arizona,J.K. Symancyk,Retail and Wholesale,1986.0,Tennessee,50
1614,Pfizer,29000.0, New York,Albert Bourla,Drugs & Biotechnology,1849.0,Connecticut,1
1615,Pfizer,29000.0, New York,Albert Bourla,Drugs & Biotechnology,1849.0,Massachusetts,46
1616,Pfizer,29000.0, New York,Albert Bourla,Drugs & Biotechnology,1849.0,New Jersey,39
1617,Pfizer,29000.0, New York,Albert Bourla,Drugs & Biotechnology,1849.0,New York,30
1618,Pfizer,29000.0, New York,Albert Bourla,Drugs & Biotechnology,1849.0,North Carolina,12
1619,Pfizer,29000.0, New York,Albert Bourla,Drugs & Biotechnology,1849.0,Pennsylvania,77
1620,PGT Innovations,5300.0, Florida,Jeffrey T. Jackson,"Engineering, Manufacturing",1980.0,Florida,33
1621,Phelps County Regional Medical Center,1900.0, Missouri,Jason Shenefield,Health Care,1951.0,Missouri,50
1622,Philips,78000.0, Netherlands,Frans van Houten,Health Care,1891.0,California,80
1623,Philips,78000.0, Netherlands,Frans van Houten,Health Care,1891.0,Pennsylvania,59
1624,Philips,78000.0, Netherlands,Frans van Houten,Health Care,1891.0,Texas,65
1625,Piedmont Healthcare,23000.0, Georgia,Kevin Brown,Health Care,1905.0,Georgia,10
1626,Pikeville Medical Center,3000.0, Kentucky,Donovan Blackburn,Health Care,1924.0,Kentucky,16
1627,Pima Community College,1162.0, Arizona,Lee D. Lambert,Education,1969.0,Arizona,5
1628,Placer County,22217.0, California,Jane Christenson,Government Services,1851.0,California,16
1629,PNC Financial Services,59426.0, Pennsylvania,William S. Demchak,Banking and Financial Services,1845.0,Alabama,16
1630,PNC Financial Services,59426.0, Pennsylvania,William S. Demchak,Banking and Financial Services,1845.0,Illinois,74
1631,PNC Financial Services,59426.0, Pennsylvania,William S. Demchak,Banking and Financial Services,1845.0,Kentucky,31
1632,PNC Financial Services,59426.0, Pennsylvania,William S. Demchak,Banking and Financial Services,1845.0,Michigan,19
1633,PNC Financial Services,59426.0, Pennsylvania,William S. Demchak,Banking and Financial Services,1845.0,New Jersey,48
1634,PNC Financial Services,59426.0, Pennsylvania,William S. Demchak,Banking and Financial Services,1845.0,Ohio,60
1635,PNC Financial Services,59426.0, Pennsylvania,William S. Demchak,Banking and Financial Services,1845.0,Pennsylvania,26
1636,Polaris Inc.,15000.0, Minnesota,Michael T. Speetzen,Automotive (Automotive and Suppliers),1954.0,Alabama,26
1637,Polaris Inc.,15000.0, Minnesota,Michael T. Speetzen,Automotive (Automotive and Suppliers),1954.0,Minnesota,37
1638,Polk County Public Schools Polk County,11691.0, Florida,Frederick Heid,Education,1869.0,Florida,72
1639,Portland State University,5410.0, Oregon,Stephen Percy,Education,1946.0,Oregon,25
1640,PPG ,21300.0, Pennsylvania,Michael H. McGarry,"Construction, Oil & Gas Operations, Mining and Chemicals",1883.0,Pennsylvania,27
1641,Precision Castparts,20000.0, Oregon,Mark Donegan,"Engineering, Manufacturing",1953.0,Oregon,22
1642,Premera Blue Cross,3250.0, Washington,Jeffrey Roe,Insurance,1945.0,Washington,30
1643,Premier Health,14218.0, Ohio,Michael Riordan,Health Care,1995.0,Ohio,84
1644,Presbyterian Healthcare Services,14000.0, New Mexico,Dale Maxwell,Health Care,1908.0,New Mexico,3
1645,PricewaterhouseCoopers,295000.0, New York,Robert E. Moritz,Professional Services,1998.0,Massachusetts,57
1646,PricewaterhouseCoopers,295000.0, New York,Robert E. Moritz,Professional Services,1998.0,New Jersey,44
1647,PricewaterhouseCoopers,295000.0, New York,Robert E. Moritz,Professional Services,1998.0,New York,49
1648,PricewaterhouseCoopers,295000.0, New York,Robert E. Moritz,Professional Services,1998.0,Virginia,54
1649,Prime Therapeutics,5805.0, Minnesota,Ken Paulus,Insurance,1987.0,Minnesota,46
1650,Prince William County,4000.0, Virginia,Elijah Johnson,Government Services,1731.0,Virginia,3
1651,Prince William County Public Schools,10740.0, Virginia,LaTanya D. McDade,Education,1923.0,Virginia,4
1652,Princeton University,7300.0, New Jersey,Christopher L. Eisgruber,Education,1746.0,New Jersey,9
1653,Principal Financial Group,10500.0, Iowa,Daniel J. Houston,Banking and Financial Services,1879.0,Iowa,19
1654,Prisma Health,2400.0, South Carolina,Mark S. O’Halla,Health Care,1998.0,South Carolina,50
1655,Procter & Gamble,26000.0, Ohio,Jon R. Moeller,Packaged Goods,1837.0,Louisiana,1
1656,Procter & Gamble,26000.0, Ohio,Jon R. Moeller,Packaged Goods,1837.0,Ohio,7
1657,Procter & Gamble,26000.0, Ohio,Jon R. Moeller,Packaged Goods,1837.0,Pennsylvania,48
1658,Procter & Gamble,26000.0, Ohio,Jon R. Moeller,Packaged Goods,1837.0,West Virginia,1
1659,Progressive,49000.0, Ohio,Tricia Griffith,Insurance,1937.0,Ohio,15
1660,ProHealth Care,4700.0, Wisconsin,Scott Hayworth,Health Care,1914.0,Wisconsin,61
1661,Promedica,56000.0, Ohio,Randy Oostra,Health Care,1986.0,Ohio,75
1662,Providence Health Care,7200.0, Washington,Fiona Dalton,Health Care,2016.0,Alaska,3
1663,Providence Health Care,7200.0, Washington,Fiona Dalton,Health Care,2016.0,Oregon,31
1664,Providence Health Care,7200.0, Washington,Fiona Dalton,Health Care,2016.0,Washington,48
1665,Prudential Financial,15364.0, New Jersey,Charles F. Lowrey,Banking and Financial Services,1875.0,Connecticut,7
1666,Prudential Financial,15364.0, New Jersey,Charles F. Lowrey,Banking and Financial Services,1875.0,Minnesota,27
1667,Prudential Financial,15364.0, New Jersey,Charles F. Lowrey,Banking and Financial Services,1875.0,Pennsylvania,51
1668,PruittHealth,13000.0, Georgia,Neil Pruitt,Health Care,1969.0,Georgia,64
1669,PSEG (Public Service Enterprise Group),12684.0, New Jersey,Ralph Izzo,Utilities,1903.0,New Jersey,21
1670,Publix Super Markets,230000.0, Florida,"Randall T. Jones, Sr.",Retail and Wholesale,1930.0,Alabama,19
1671,Publix Super Markets,230000.0, Florida,"Randall T. Jones, Sr.",Retail and Wholesale,1930.0,Florida,28
1672,Publix Super Markets,230000.0, Florida,"Randall T. Jones, Sr.",Retail and Wholesale,1930.0,Georgia,26
1673,Publix Super Markets,230000.0, Florida,"Randall T. Jones, Sr.",Retail and Wholesale,1930.0,North Carolina,23
